area	name	description
lambeth-contaminated-land:173	Langley Lane, Vauxhall, London	More recent maps are very similar just changes to residential.
lambeth-contaminated-land:174	Langley Lane, Vauxhall, London	The following elements were above the relevant trigger levels: PAH, Mercury, Arsenic. ( exceeding the ICRCL domestic trigger threshold.) Correspondence from Lambeth Council to Nigell Upchurch Associates.
lambeth-contaminated-land:175	LBL Depot 105 Minet Road, London	planning approval granted for the change of use of industrial land currently used as a car breakers yard  and artists studio into residential use. Source, Listers Geotechnical Consultants 21 March 2001
lambeth-contaminated-land:176	LBL Depot 105 Minet Road, London	The concentrations of land-bourne oxygen, methane, carbon dioxide and hydrogen sulphide were at safe levels according to the results. Source, Listers Geotechnical Consultants 21 March 2001
lambeth-contaminated-land:177	LBL Depot 105 Minet Road, London	Levels of Arsenic, lead, zinc and sulphate, along with high levels of phenols and PAH, exceeded the respective ICRCL trigger value for domestic gardens. Source, Listers Geotechnical Consultants 21 March 2001
lambeth-contaminated-land:178	LBL Depot 105 Minet Road, London	Around the site heaps of scrap metal and tyres, mainly around the site entrance. There were also a number of used syringes and needles. Source, Listers Geotechnical Consultants 21 March 2001
lambeth-contaminated-land:179	LBL Depot 105 Minet Road, London	When compared to the Dutch Intervention levels, the results for the groundwater and leachability tests indicated no incidences of excessive concentrations. Source, Listers Geotechnical Consultants 21 March 2001
lambeth-contaminated-land:180	328 Brixton Road	Site area free from significant concentrations of organic contaminants, there was an elevated hydrocarbon level recorded Total arsenic and total lead  were sufficient to suggest there may be a significant risk.
lambeth-contaminated-land:181	Flat 201 Drake House, ST George's Wharf, Wandsworth Road.	presently a flat in the building at St George's Wharf, however it was used previously as a gas works. However related environmental concerns have been eradicated.
lambeth-contaminated-land:182	138-148 Larkhall Lane	The site latterly used as an unauthorized scrap yard, and an accumulation of car parts and scrap metal remains ( 1997) Car breaking activities can result in hydrocarbon contamination if oil has been discharged into open gullies or soak ways. Source EAL An
lambeth-contaminated-land:183	Park Site, St Agnes Place, London	testing on the site was carried out. Lead concentrations exceeded a previous high level and fell within the GLC classification for unusually heavy contamination. Investigation was for the purpose of a proposed residential development.  However such hot s
lambeth-contaminated-land:184	9 The Polygon, Clapham	Potential for the development of a three storey residential dwelling with garden. Contaminant levels were above the trigger levels but below action levels. Lead represents the most significant public health contaminant. Source, letter from Mr Colin Stanb
lambeth-contaminated-land:185	Corporation Yard Site - Hillside Road London	Levels of Arsenic were slightly above the ICRCL (UK) threshold.
lambeth-contaminated-land:186	11,11A and 12 Theed Street London	soil was not found to be remarkable in the context of soil condition for a Waterloo location. Site believed not to have been subject to gross contamination from past uses. However four metals Copper, Arsenic, Lead and Mercury at levels in excess of ICRCL
lambeth-contaminated-land:187	123-133 Larkhall Lane	Fuel tanks once stood on the site. Site formerly occupied as residential dwelling, and latterly as a large petrol filling station, shop and repair workshop. However the results of a investigation proved to be satisfactory. Source: letter from Mr Colin Sta
lambeth-contaminated-land:188	123-133 Larkhall Lane	There is an old tank farm in the center of the site, between the former pump islands, comprising four slurry-filled UST's that were decommissioned approximately 20years ago. These were replaced by three UST'd to the east of the site.Source EAL Analytical
lambeth-contaminated-land:189	123-133 Larkhall Lane	There is a commercial property immediately to the west of the site. Source EAL Analytical Report No.R60498
lambeth-contaminated-land:190	123-133 Larkhall Lane	There is an oil store and covered valeting area, with jet wash, at the rear of the site in the north western corner. Source EAL Analytical Report No.R60498
lambeth-contaminated-land:191	123-133 Larkhall Lane	No soil samples tested exceeded the Tier 2 RBSL's. Source EAL Analytical Report No.R60498
lambeth-contaminated-land:192	123-133 Larkhall Lane	Elevated PID readings were noted at depth in three areas of the site. Source EAL Analytical Report No.R60498
lambeth-contaminated-land:193	123-133 Larkhall Lane	Groundwater concentrations of Benzene, MTBE and xylenes exceeding Tier 2 RBSLs were identified in the groundwater at three sites. Source EAL Analytical Report No.R60498
lambeth-contaminated-land:194	123-133 Larkhall Lane	The nearest environmental receptor from  this site is believed to be the River Thames. Source EAL Analytical Report No.R60498
lambeth-contaminated-land:195	123-133 Larkhall Lane	None of the predicted concentrations exceeded the environmental quality standards. Source EAL Analytical Report No.R60498
lambeth-contaminated-land:196	123-133 Larkhall Lane	None of the measured or predicted concentrations resulted in exposures exceeding the target acceptable risk levels. Source EAL Analytical Report No.R60498
lambeth-contaminated-land:197	123-133 Larkhall Lane	The predicted vapor concentrations of xylenes slightly exceeded the specified odor threshold criteria for on site indoor air spaces.Source EAL Analytical Report No.R60498
lambeth-contaminated-land:198	123-133 Larkhall Lane	In the local vicinity The Nine Elms Works, (locomotive manufacturers) is situated 900m to the north. Source EAL Analytical Report No.R60498
lambeth-contaminated-land:199	123-133 Larkhall Lane	An engineering works has been constructed 400m to the north west. Source EAL Analytical Report No.R60498. Source Remediation Completion Report May 2001, Arcadis Geraghty & Miller International Inc.
lambeth-contaminated-land:200	123-133 Larkhall Lane	A hospital has been constructed 200m to the east. Source EAL Analytical Report No.R60498. Source Remediation Completion Report May 2001, Arcadis Geraghty & Miller International Inc.
lambeth-contaminated-land:201	123-133 Larkhall Lane	The site has been developed into a garage. The Nine Elms works has been redeveloped into the New Covent Garden Market. The engineering works have been demolished. Source EAL Analytical Report No.R60498. Source Remediation Completion Report May 2001, Arca
lambeth-contaminated-land:202	123-133 Larkhall Lane	1987-1995: The site remains unchanged. The Larkhall park has been constructed 100m to the north. Source EAL Analytical Report No.R60498. Source Remediation Completion Report May 2001, Arcadis Geraghty & Miller International Inc.
lambeth-contaminated-land:203	123-133 Larkhall Lane	The contamination on site would not pose a problem, if the residential dwellings were not to include gardens. Source EAL Analytical Report No.R60498
lambeth-contaminated-land:204	123-133 Larkhall Lane	Hydrocarbons were identified in groundwater samples from the site. Source EAL Analytical Report No.R60498. Also Letter from TotalFinaElf UK Ltd to Mr David Bright 21 February 2001
lambeth-contaminated-land:205	123-133 Larkhall Lane	Although removed, the site was subject to fly tipping. Source EAL Analytical Report No.R60498
lambeth-contaminated-land:206	123-133 Larkhall Lane	The investigations revealed some residual petrol contamination. Source EAL Analytical Report No.R60498
lambeth-contaminated-land:207	123-133 Larkhall Lane	There is no evidence from the desk study that metal contamination is likely to be primary concern on the site. Source EAL Analytical Report No.R60498
lambeth-contaminated-land:208	123-133 Larkhall Lane	No evidence on site could be found of asbestos or any other obviously toxic material. Source EAL Analytical Report No.R60498
lambeth-contaminated-land:209	15-29 St Alphonsus Road, London	Site of the former St Mary's RC Infant School. No significant contamination, however attention was raised at the use of a layer of clinker prior to hard surfacing, which can sometimes elevate levels of metallic contamination. Source, Letter from Mr Colin
lambeth-contaminated-land:210	230-242 Brixton Hill and 9-15 New Road London	Proposed development and construction  of a three storey block, retail units and residential above. The development will require the refurbishment of an existing block, known as Courtney House. Contamination was present and remedial measures were request
lambeth-contaminated-land:211	Electricity site Curtis Field Road, off Valley Road, Streatham	understanding that the site was likely to be developed, but plans were unavailable. Source Phase 1 Desk Based Environmental Review, Taywood Engineering March 2001
