OrganisationURI,OrganisationLabel,SiteReference,PeviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N841,,"Windsor Street/Kellett Road, Nechells",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.882322,52.489279,0.12,unknown ownership,yes,permissioned,full planning permission,12/11/2015,,,43,"Erection of 72 no. bedroom student accommodation block consisting of 35 no. studios and 37 no. bedrooms arranged into 8 clusters with associated kitchen/living spaces, ancillary facilities",,,43,43,,,2015/02901/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N843,,"3-5 Danesbury Crescent, Kingstanding",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.880365,52.542834,0.07,unknown ownership,yes,permissioned,full planning permission,24/03/2016,,,5,"Erection of 5 dwellinghouses with associated access, parking and landscaping (renewal of previous application ref:- 2012/08420/PA).",,,5,5,,,2016/00672/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N844,,"1 Lichfield Road, Sutton Four Oaks",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.828159,52.585918,0.34,unknown ownership,yes,permissioned,full planning permission,16/04/2015,,,13,"Redevelopment of former timber yard into mixed use development of retail (A1), offices (B1) and 13 dwellings (C3) consisting of 4 townhouses & 9 apartments, including associated car parking and landscaping.","Retail (A1), offices (B1)",,13,13,,,2014/09500/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N854,,"New John St West, Aston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.901482,52.493943,0.09,unknown ownership,yes,permissioned,full planning permission,03/09/2015,,,7,Change of use of existing premises from Use Class B1 to student accommodation to provide 57 bedrooms and associated facilities and associated external alterations as well as provision of retail shop (A1).,,,7,7,,,2015/04331/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N856,,"38 Heath Street South and adjacent site, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.92828,52.485692,3.2,mixed ownership,,permissioned,outline planning permission,23/12/2015,,,800,"Outline planning application for the demolition of existing industrial buildings and mixed use development comprising up to 504 no. residential apartments, flexible use retail units, gym, data centre","Flexible use retail units, gym, data centre",,800,800,,,2015/05724/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N859,,"Tamebridge House, Aldridge Road, Perry Barr",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.896233,52.524919,0.46,unknown ownership,yes,permissioned,other,26/05/2016,,,72,Prior Approval for change of use from offices (Use Class B1a] to upto  75 residential apartments (Use Class C3).,,,72,72,,,2016/01847/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N860,,"392 - 396 Kingstanding Road, Oscott",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.886616,52.541215,0.05,unknown ownership,yes,permissioned,other,20/06/2016,,,12,"Prior Approval for change of use from offices (Use Class B1[a] at part of  ground, first and second floors to residential (Use Class C3).",,,12,12,,,2016/03646/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N867,,"52 Windsor Street South, Nechells",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.880527,52.485585,0.05,unknown ownership,yes,permissioned,full planning permission,30/09/2016,,,6,Change of use and conversion of existing first floor office space to 6 residential apartments (Use Class C3),,,6,6,,,2016/05749/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N868,,"Knights House, 2 The Parade, Sutton Trinity",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.823726,52.563762,0.11,unknown ownership,yes,permissioned,other,20/10/2016,,,52,Prior Approval for change of use from offices (Use Class B1[a]) to residential (Use Class C3) to form 52 units,,,52,52,,,2016/06891/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N890,,"5 to 7 Hillwood Common Road, Sutton Four Oaks",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.829923,52.596848,0.25,unknown ownership,yes,permissioned,full planning permission,05/12/2016,,,1,Demolition of existing dwellings and erection of 3 detached dwellings with associated access and parking,,,1,1,,,2016/07391/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N894,,"Adjacent 12 Dawson Road, Lozells and East Handsworth",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.935613,52.504239,0.06,unknown ownership,yes,permissioned,full planning permission,23/05/2016,,,12,"Erection of two storey building to rear comprising eight flats, and erection of two storey side extension to existing front building to provide 4 flats.",,,12,12,,,2016/01620/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N896,,"401-416 New John Street West, Aston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.899689,52.493313,0.4,unknown ownership,,permissioned,full planning permission,08/12/2016,,,194,"Demolition of existing building fronting Bridge Street West and renovation of existing Grade II Listed Brandauer Works and conversion to student accommodation, erection of two new student accommodation blocks and associated landscaping works.",,,194,194,,,2016/05697/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N900,,"BCU Campus North - The Coppice, Perry Barr",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.89599,52.519714,6.38,unknown ownership,,not permissioned,,,,,1,,,,1,1,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N901,,"Perry Barr Stadium, Perry Barr",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.898541,52.519564,3.41,owned by a public authority,,not permissioned,,,,,310,,,,310,310,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N902,,"BCU Campus North - Oscott Gardens, Perry Barr",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.89278,52.517957,1.65,mixed ownership,,not permissioned,,,,,12,,,,12,12,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N903,,"Leslie Road Depot, Lozells and East Handsworth",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.902868,52.514797,0.33,owned by a public authority,yes,not permissioned,,,,,15,,,,15,15,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N904,,"One Stop, Perry Barr, Perry Barr",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.904518,52.517995,11.55,unknown ownership,,not permissioned,,,,,400,,,,400,400,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N905,,"Tufnols, Aston Lane, Aston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.897569,52.515303,1.4,unknown ownership,,not permissioned,,,,,140,,,,140,140,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N906,,"Birchfield Road Shops, Aston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.900842,52.515723,0.4,unknown ownership,,not permissioned,,,,,20,,,,20,20,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N908,,"Holford Drive Factory Units, Perry Barr",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.895751,52.520673,1.19,unknown ownership,,not permissioned,,,,,90,,,,90,90,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N909,,"Gailey Park Perry Barr, Perry Barr",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.899993,52.517918,0.59,owned by a public authority,,not permissioned,,,,,130,,,,130,130,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S10,,"Selly Oak Hospital, Raddlebarn Road, Selly Oak",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.936149,52.436796,8.5,unknown ownership,,permissioned,reserved matters approval,30/04/2015,,,487,"Reserved matters submission outline approval (ref 2012/02303/PA) for 96 new build dwellings (Use Class A3), provision of open space, associated parking and external works","Provision of open space (incorporating cricket pitch and pavillion), associated parking and external works",,487,487,,,2015/00535/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S37,,"The Holloway, Bartley Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.983246,52.422565,0.11,owned by a public authority,,not permissioned,,,,,5,,,,5,5,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S88,,"The Curdale Shopping Centre, Bartley Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-2.006498,52.432958,0.59,owned by a public authority,yes,permissioned,full planning permission,26/11/2015,,,18,"Erection of 18 new build 2, 3 and 4 bedroom dwellings with associated external works and landscaping.",,,18,18,,,2015/04534/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S93,,"Yardley Wood Road, Billesley",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.871191,52.415191,1.29,unknown ownership,,not permissioned,,,,,64,,,,64,64,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S102,,"21 Merritts Brook Lane, Weoley",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.975362,52.419863,0.24,unknown ownership,,not permissioned,,,,,10,,,,10,10,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S112,,"21 Culford Drive, Bartley Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.997924,52.435432,0.36,unknown ownership,,not permissioned,,,,,18,,,,18,18,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S114,,"Coopers Arms, adjacent to 10 Bean Croft, Bartley Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.997158,52.444745,0.16,owned by a public authority,yes,not permissioned,,,,,6,,,,6,6,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S120,,"Land to the rear of 713-735 Millpool South Road, Billesley",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.883527,52.412397,0.63,unknown ownership,,not permissioned,,,,,15,,,,15,15,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S128,,"Druids Lane site, Druids Heath, Brandwood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.900235,52.40719,84.41,mixed ownership,,not permissioned,,,,,250,,,,250,250,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S154,,"Land To the rear of 5-29 Doveridge Road, Hall Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.847747,52.42088,0.32,unknown ownership,,not permissioned,,,,,13,,,,13,13,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S159,,"205-207 Lakey Lane, Hall Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.8279,52.429533,0.12,unknown ownership,,not permissioned,,,,,5,,,,5,5,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S160,,"Land to the rear of 15-87  Cateswell Road, Hall Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.843928,52.438902,2.5,unknown ownership,,not permissioned,,,,,89,,,,89,89,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S172,,"Land adjacent to 39 Camp Lane, Kings Norton",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.934154,52.413225,0.27,unknown ownership,,not permissioned,,,,,5,,,,5,5,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S182,,"Land adjacent to 317 Leach Green Lane, Longbridge",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-2.002838,52.386108,0.28,unknown ownership,,not permissioned,,,,,6,,,,6,6,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S185,,"Land adjacent to 1 Sandhurst Road, Moseley and Kings Heath",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.891776,52.442353,0.21,unknown ownership,,not permissioned,,,,,10,,,,10,10,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S191,,"Land adjacent to 24 Sandhurst Road, Moseley and Kings Heath",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.891186,52.442093,0.2,mixed ownership,,not permissioned,,,,,8,,,,8,8,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S196,,"Land adjacent to 14-21 Ashdown Close, Moseley and Kings Heath",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.881689,52.440075,0.12,unknown ownership,,not permissioned,,,,,5,,,,5,5,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S197,,"124-132 Anderton Park Road, Moseley and Kings Heath",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.880652,52.445872,0.28,unknown ownership,,not permissioned,,,,,28,,,,28,28,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S204,,"Land to the rear of 1-15 Coney Green Drive, Northfield",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.973448,52.402712,0.56,mixed ownership,,not permissioned,,,,,17,,,,17,17,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S224,,"Former MG Rover works, Bristol Road South, Longbridge",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.996618,52.397824,7.49,unknown ownership,,not permissioned,,,,,350,,,,350,350,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S273,,"Adjacent 85 Rednal Road, Northfield",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.959316,52.397842,0.15,unknown ownership,yes,permissioned,full planning permission,07/07/2016,,,14,"Outline planning application for the erection of 14 no. flats, associated car parking and amenity area (landscaping reserved for future consideration)",,,14,14,,,2016/03716/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S275,,"Land adjacent 44 Station Road, Northfield",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.964871,52.408078,0.17,unknown ownership,,not permissioned,,,,,12,,,,12,12,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S285,,"Land bounded by Hight Street and Harborne Park Road and Albert Road and Albert Walk, Harborne",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.957291,52.457758,0.11,unknown ownership,,not permissioned,,,,,17,,,,17,17,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S308,,"Land adjacent 1, St Johns Road, Harborne",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.945773,52.46044,0.2,unknown ownership,,not permissioned,,,,,12,,,,12,12,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S317,,"278 Hagley Road, Harborne",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.955848,52.472844,0.11,unknown ownership,,not permissioned,,,,,11,,,,11,11,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S341,,"Former car park site, Hudsons Drive, Bournville",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.924749,52.417282,0.16,unknown ownership,yes,permissioned,full planning permission,17/12/2015,,,10,Erection of 10 no. three bedroom terrace houses,,,10,10,,,2015/08218/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S400,,"197 to 199 Hagley Road, Edgbaston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.932268,52.472216,0.11,unknown ownership,yes,permissioned,full planning permission,13/02/2014,,,8,Prior Approval for change of use of first and second floor from offices (Use Class B1[a]) to 8 no. apartments (Use Class C3).,,,8,8,,,2013/09404/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S418,,"146 to 156 Sarehole Road, Hall Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.853966,52.439055,0.47,unknown ownership,,not permissioned,,,,,16,,,,16,16,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S479,,"Rear of 817 to 829 Hagley Road West, Quinton",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-2.011394,52.46159,0.12,unknown ownership,,not permissioned,,,,,7,,,,7,7,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S484,,"29, Rotton Park Road, Edgbaston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.944169,52.474522,0.1,unknown ownership,,not permissioned,,,,,6,,,,6,6,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S487,,"STW Works, Edgbaston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.934083,52.476136,2.99,unknown ownership,,not permissioned,,,,,90,,,,90,90,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S514,,"4 Albany Road, Harborne",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.95021,52.459005,0.07,unknown ownership,,not permissioned,,,,,6,,,,6,6,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S537,,"Lyttleton House, Ormond Road, Rednal, Longbridge",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-2.026178,52.404144,0.42,unknown ownership,,not permissioned,,,,,15,,,,15,15,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S585,,"Quinton delivery Office 209 Ridgeacre Road, Quinton",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.995647,52.460587,0.35,unknown ownership,,not permissioned,,,,,15,,,,15,15,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S589,,"Moseley delivery Office, 25 Howard Road east, Billesley",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.891175,52.427453,0.2,unknown ownership,,not permissioned,,,,,12,,,,12,12,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S598,,"Former Birmingham Battery Site, Aston Webb Boulevard, Selly Oak",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.93789,52.443263,0.25,unknown ownership,yes,permissioned,reserved matters approval,09/06/2016,,,176,"Reserved Matters application following outline consent 2013/02178/PA for the layout, scale, appearance, landscaping, pedestrian and cycle access, and vehicular access within the site for Student Accommodation",,,176,176,,,2016/02674/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S645,,"Adjacent 299A Alcester Road South, Brandwood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.891245,52.420688,0.06,unknown ownership,yes,permissioned,reserved matters approval,20/10/2015,,,5,Reserved matters application for approval of landscaping attached to Outline planning permission 2012/06586/PA,,,5,5,,,2015/07020/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S673,,"208 Monyhull Hall Road, Brandwood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.913958,52.408984,0.24,unknown ownership,yes,permissioned,full planning permission,19/02/2016,,,8,Extension Forming 8 No. Self Assisted Living Units,,,8,8,,,2016/00695/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S674,,"Edgbaston Cricket Club Phase 2, Edgbaston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.904242,52.456448,0.72,unknown ownership,yes,permissioned,reserved matters approval,24/06/2013,,,121,"Reserved Matters submission for 133 flats, 79 dwellinghouses and 1005sqm Class A1/A3/A4 floorspace",1005sqm Class A1/A3/A4 floorspace,,121,121,,,2011/05161/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S700,,"21-23 High Street, Kings Heath, Moseley and Kings Heath",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.892168,52.437803,0.08,unknown ownership,yes,permissioned,full planning permission,09/06/2014,,,5,Change of use of first floor from retail (Use Class A1) to 5 no. flats (Use Class C3) and erection of a two storey rear staircase extension,,,5,5,,,2014/02321/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S702,,"Site of flight shed & VEC energy centre, MG Rover Site, Longbridge",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.988223,52.385822,3.13,unknown ownership,yes,permissioned,reserved matters approval,02/03/2017,,,95,"Submission of reserved matters (appearance, landscaping, layout and scale) in association with outline planning permission 2013/06429/PA for the erection of 95 dwellings",,,95,95,,,2016/09170/pa,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S703,,"Land east of Lickey Road, Longbridge, Birmingham, Longbridge",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.98693,52.392579,4.47,unknown ownership,yes,permissioned,outline planning permission,24/03/2016,,,190,Outline planning application with all matters reserved for future consideration for residential development (up to 215 dwellings).,,,190,190,,,2014/09251/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S754,,"18 to 26 High Street, Harborne",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.943398,52.460772,0.1,unknown ownership,yes,permissioned,full planning permission,05/02/2016,,,5,Change of use from offices (Use Class B1) to dwelling houses (Use Class C3) and erection of second floor extensions,,,5,5,,,2015/04541/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S774,,"69 High Street, Moseley and Kings Heath",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.8919,52.43647,0.24,unknown ownership,yes,permissioned,full planning permission,18/12/2014,,,14,"Demolition of fire damaged structure to rear, retention of Grade A locally listed facade to the front.  Erection of a retail unit (Class A1) to the ground floor with 14 no. two bedroom apartments above with associated parking and landscaping",Retail unit (Class A1) to the ground floor,,14,14,,,2014/06721/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S804,,"Former Woodlands Nurses Home, Raddlebarn Road, Bournville",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.934364,52.434523,0.31,unknown ownership,yes,permissioned,full planning permission,11/06/2015,,,15,"Conversion of former nurses home to 15 residential apartments (Use Class C3), with associated external alterations and landscaping works.",,,15,15,,,2015/01313/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S811,,"Former Service Station, Islington Row Middleway, Edgbaston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.913804,52.471517,0.06,unknown ownership,yes,permissioned,full planning permission,11/06/2015,,,25,"Demolition of former petrol filling station and erection of a six storey mixed use scheme comprising student accommodation (Sui Generis) with ancillary communal facilities, use classes A1/A2/A3/A4 at ground floor level",Use classes A1/A2/A3/A4 at ground floor level,,25,25,,,2015/02117/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S816,,"East Works Groveley Lane Phase 2, Longbridge",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.986497,52.385469,3.5,unknown ownership,yes,permissioned,outline planning permission,27/07/2016,,,150,"Hybrid application: Outline Planning Permission for 150 dwellings with some matters reserved for future consideration (appearance, landscaping, layout and scale) Full Planning Permission for a Community Facility including details of access",Full Planning Permission for a Community Facility,,150,150,,,16/1085 Bromsgrove District,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S820,,"Trenleigh House, 3 Woodbridge Road, Moseley and Kings Heath",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.887622,52.448399,0.02,unknown ownership,yes,permissioned,other,22/09/2015,,,7,Prior Approval for change of use from offices (Use Class B1[a]) to  7 residential units  (Use Class C3),,,7,7,,,2015/06464/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S822,,"Jubilee House, 2-4 & 10 Wheeleys Road, Edgbaston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.912553,52.4704,0.01,unknown ownership,yes,permissioned,other,08/10/2015,,,5,Prior Approval for change of use from offices (Use Class B1[a]) to 5 residential units  (Use Class C3),,,5,5,,,2015/06455/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,S839,,"153 Wolverhampton Road South, Quinton",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.984072,52.460872,0.28,unknown ownership,yes,permissioned,full planning permission,19/10/2016,,,43,"Demolition of the existing building and redevelopment with 43 retirement apartments (consisting of 30 one bedroom and 13 two bedroom) including communal facilities, access, car parking and landscaping.",,,43,43,,,2016/05595/PA,19/12/2017,19/12/2017
